Country Code,year,gdp,inflation,govexp,literacy_rate
MKD,1970,3892711296.396571,112.62314129431196,4.294133345286052,96.39691925048828
MLI,1970,359772315.067256,14.31999969482422,3.4003992787113897,26.630868805779343
MLT,1970,250721821.553678,3.715660095214844,4.622511085711028,91.65202967325848
MMR,1970,578992638.8291,-4.008440017700195,1.96425821500666,83.28332901000975
MNG,1970,3465886250.201753,33.81938926925446,5.663232966473228,98.40304311116536
MOZ,1970,4843078702.612209,4.699999809265137,5.12108937650919,49.22323799133303
MRT,1970,309405316.058687,10.3100004196167,2.119068694114685,55.84755935668945
MUS,1970,4442108063.547891,1.5418699979782104,4.0144105553627005,89.68531460232205
MWI,1970,290531621.264851,9.529999732971191,3.892547615936824,61.42992083231609
MYS,1970,3864170913.36731,1.843940019607544,5.440126412444645,89.25326347351074
NAM,1970,4382454315.748688,5.590000152587891,8.155341549923545,84.88322067260744
NER,1970,649916708.242418,1.117840051651001,2.803272162164961,29.19977016448973
NGA,1970,12545849083.0183,13.757100105285645,1.3989874422550204,58.70238952636716
NIC,1970,776585681.071429,26.670000076293945,2.03858995437622,79.0982208251953
NPL,1970,865975308.641975,15.237299919128418,3.4865424633026123,50.140652338663735
OMN,1970,256299496.040317,6.440000057220459,3.944231337514416,90.7588472366333
PAK,1970,10027509449.811,5.34984016418457,2.352571912433791,52.573090616862
PAN,1970,1351006400.0,3.083290100097656,4.04328012466431,92.33220418294268
PER,1970,7432223176.74419,5.025239944458008,3.279374232658974,90.91378901554988
PHL,1970,7559179530.34229,14.381500244140623,2.7664349325771984,93.58629608154295
PLW,1970,77196327.86885247,2.670727278259668,6.9958113670349125,96.00609588623048
PNG,1970,645537126.217942,0.6499999761581421,3.2507299979527784,59.47163009643555
POL,1970,177593126796.138,5.659999847412109,4.90674318586077,98.9541900634766
PRI,1970,5034700000.0,2.019142860186951,5.548230662065394,90.62475891113284
PRT,1970,8108235704.32357,4.533329963684082,4.220751036538018,90.95561981201176
PRY,1970,594611111.111111,-0.8595560193061829,2.10519003868103,92.89151218959265
PSE,1970,4046395081.967213,2.959175404,5.106291234493258,94.94778666776767
QAT,1970,301791301.791302,20.030000686645508,3.372575024763743,89.21031365027794
ROU,1970,66111939150.72315,0.4000000059604645,3.422151359644803,98.07127075195316
RUS,1970,555404876959.0406,0.1000000014901161,3.8535382496683215,99.30827026367189
RWA,1970,219900006.0,0.5148860216140747,3.6059851932525646,64.38606882095337
SAU,1970,5377268848.44444,0.1777780055999755,6.271650040591205,86.7283935546875
SDN,1970,2437666666.66667,4.0278000831604,1.4420828478676928,58.52014414469403
SEN,1970,1297407828.6025,2.8102500438690186,4.196765466169878,44.95268774032592
SGP,1970,1920586698.02692,0.4633530080318451,2.958751175138685,94.9473490033831
SLB,1970,463600517.8444244,8.206687204509812,8.577741819269512,76.5999984741211
SLE,1970,434410373.764149,6.403329849243164,4.053601457959129,39.539822578430176
SLV,1970,1132920000.0,2.817850112915039,3.4743476564233955,85.51893615722656
SRB,1970,15777264381.744093,14.368364318888254,4.010269145170848,98.17092132568357
SSD,1970,1846636951.5730624,79.94598560996363,1.2458063562711088,30.6770191192627
STP,1970,88261795.62605375,4.320000171661377,5.561155269020484,80.25304576328823
SUR,1970,274900000.0,2.5880401134490967,5.565956751505535,93.52444712320964
SVN,1970,17581941619.68211,71.46516977155981,5.340570972079322,99.63112831115724
SWZ,1970,112137757.244855,1.8495399951934812,5.643720825513204,77.50379753112793
SYC,1970,18432031.3616959,14.890000343322754,4.18847990036011,91.64979298909503
SYR,1970,1780104712.04188,4.6376800537109375,4.974697599411011,76.42181873321535
TCD,1970,469266736.599744,8.529999732971191,2.3651324748992915,23.33413839340212
TGO,1970,253976626.166639,4.48061990737915,2.11380004882813,59.641998291015625
THA,1970,7086538437.5,0.800000011920929,3.4925615476525342,93.1254768371582
TJK,1970,2193586410.8217816,146.58953213089418,3.882441818714143,99.16117668151855
TKM,1970,8129531507.156664,238.4857971485138,3.0849499702453604,99.2927729288737
TLS,1970,413439435.4468182,4.844117647058823,7.227230035341703,56.895162200927736
TON,1970,173590624.42727166,-1.2000000476837158,5.827284197012585,99.28603235880534
TTO,1970,821850000.0,2.523900032043457,3.965435195852209,97.12721824645996
TUN,1970,1439238095.2381,1.0988999605178833,6.180443908229019,75.34804238213434
TUR,1970,17086956521.7391,6.929850101470947,3.135020105044048,87.93074904547797
TZA,1970,14201475803.773626,3.49288010597229,3.422151772872261,72.35553741455078
UGA,1970,1260084033.61345,9.800000190734863,2.5854131229992565,70.65151814052037
UKR,1970,56364178796.38789,0.2000000029802322,4.57292985916138,99.8015874226888
URY,1970,2137096774.19355,16.306100845336914,3.207549899816513,97.81686939912684
UZB,1970,18391294439.22637,114.50776167658842,5.77790403366089,99.79731859479632
VCT,1970,18450000.0,6.800000190734863,5.814232915639877,95.6321563720703
VNM,1970,65250874015.8608,36.79999923706055,4.654999769650975,90.1885223388672
VUT,1970,288356888.9715,1.5,5.778566479682922,74.18502807617188
WSM,1970,281085415.68376553,2.7424099445343018,4.710223734378815,98.77833938598634
ZAF,1970,21218391521.5551,4.057909965515137,5.19195193629111,90.04555372758344
ZMB,1970,1825285714.28571,2.5999999046325684,4.38781023025513,74.3617172241211
ZWE,1970,1884206300.0,2.089010000228882,9.083271551132198,84.65657501220704
ABW,1971,1184220177.4478395,2.446481477384214,5.390460014343262,97.47782707214355
AFG,1971,1831108971.11111,25.51000022888184,1.16035997867584,28.95752398173017
AGO,1971,26122388895.66278,5.78000020980835,3.117086683000837,68.57184346516927
ALB,1971,4477798007.687516,15.221139720479089,3.3668634414672853,97.55583953857423
ARE,1971,124174090039.84364,21.984699249267575,2.0256467103958142,81.68737411499026
ARG,1971,33293199095.4881,34.73249816894531,3.42846572682971,98.25648615910455
ARM,1971,3411659248.013346,310.3541192350558,2.67425045867761,99.52760314941406
ATG,1971,579804757.3891925,8.630000114440918,2.841239103904137,98.9499969482422
AZE,1971,14678747979.835789,137.2168051408141,3.140268463354844,99.68450546264648
BDI,1971,252842285.714286,3.8509600162506095,4.611830746686017,53.12568092346192
BEN,1971,335072975.215766,2.7699999809265137,2.8802348064339687,32.6055826459612
BFA,1971,482411103.787272,2.061219930648804,3.5355524718761435,25.1344241142273
BGD,1971,8751842839.79658,-0.5899999737739563,1.7766872985022408,59.4092129298619
BGR,1971,22497560945.75715,-0.1000000014901161,3.831792206599795,98.32533518473308
BHR,1971,10617093027.184528,5.789470195770264,2.681779980659485,84.71869659423827
BLR,1971,19914459083.324207,-0.4000000059604645,5.190407853377493,99.24128913879396
BLZ,1971,59207317.0731707,18.6299991607666,6.530758268692914,76.03380076090492
BOL,1971,1095622895.6229,0.0,8.316376772793857,87.55273628234863
BRA,1971,48869830901.7878,20.13999938964844,5.166201385584745,90.0783462524414
BRB,1971,2225541591.650501,7.469260215759277,5.354309986035028,99.52801259358723
BRN,1971,197523179.241883,1.0,4.99501991271973,91.51674524943034
BTN,1971,623736760.1298324,4.46999979019165,6.095918602413603,61.410848617553725
BWA,1971,127456485.120719,5.619999885559082,4.38723993301392,78.86426798502607
CAF,1971,201450768.367553,6.800000190734863,1.8208500009316664,35.6906983057658
CHL,1971,10884114754.0984,20.052234649658203,3.8241936248891504,95.9809326171875
CHN,1971,99800958648.1436,1.0499999523162842,1.38873994350433,87.22095489501953
CIV,1971,1584128262.08933,-1.0040236711502075,4.223999199114348,49.002290725708
CMR,1971,1236941200.95222,4.0140299797058105,3.07986998558044,67.81614303588866
COL,1971,7820380970.53674,12.056734085083008,3.932797238744538,93.46957111358644
COM,1971,425478060.2961595,5.650000095367432,2.76665872335434,57.28232421875
CPV,1971,629550461.455645,5.599999904632568,5.80948295091328,80.36107635498047
CRI,1971,1077152902.29104,3.083050012588501,5.55757030125322,96.16152038574218
CYM,1971,1260719930.9282136,2.3784475856154503,2.115682721138,98.8678207397461
CYP,1971,9671580116.92396,4.144010066986084,4.889727109954471,97.30113220214844
DOM,1971,1666500000.0,3.580029964447021,2.3878883957862858,89.24248712713069
DZA,1971,5077222366.97472,2.62664008140564,6.453123982747396,69.73938827514648
ECU,1971,2754220263.02528,0.0,1.87940001487732,92.02127408981325
ERI,1971,320581605.0869155,9.378158342107136,3.481281518936158,64.58248011271156
ESP,1971,46619420359.2814,8.236876487731934,1.889279961586,97.54389280431413
EST,1971,7974092666.317512,49.35282740188685,5.404097576141357,99.81235694885254
ETH,1971,18923746424.316265,0.5362240076065063,4.025005531311035,36.6997699737549
GAB,1971,381687073.052087,3.86326003074646,3.0491166909535723,81.16115760803223
GEO,1971,4917117362.470762,644.4484539132628,3.013873977661133,99.54030990600586
GHA,1971,2417107708.25317,9.558819770812988,4.22444009780884,72.20354461669922
GIN,1971,3402800061.850502,5.619999885559082,2.239290439564249,32.086171785990416
GNB,1971,78540057.1372471,5.623899936676025,2.491043339172999,39.94679498672485
GNQ,1971,64946954.756798,5.630000114440918,2.18797993659973,91.33941650390624
GRC,1971,14591750000.0,3.289475917816162,1.30245995521545,94.41284942626952
GRD,1971,391375426.1202186,18.459999084472656,3.722924947738648,98.43241119384766
GTM,1971,1984800000.0,-2.4905030727386475,2.0255401134491,76.29478236607143
GUY,1971,282050000.0,1.0,5.398165597915651,86.4945805867513
HND,1971,731000000.0,2.111325025558472,4.823789812624455,85.82756042480469
HRV,1971,20816883755.91297,116.31222774034586,4.313751893884994,98.3558979034424
HTI,1971,362800000.0,9.579580307006836,1.3711642898046053,50.963740348815904
HUN,1971,51664891729.89662,5.730000019073486,4.937052743188266,99.03957176208498
IDN,1971,9333536359.74431,4.233756065368652,2.654844796657563,90.51284853617352
IND,1971,67350988021.3932,3.079939126968384,3.845012627149884,59.4050407409668
IRQ,1971,3865346534.65347,3.595890045166016,3.806467962265012,79.17536544799806
ISR,1971,102400631144.23552,11.972564697265623,5.98976004641989,91.7514114379883
ITA,1971,124672365792.759,4.791664123535156,2.89877009391785,98.44606018066408
JAM,1971,1539865513.92891,0.0,5.026653936034755,84.01005935668945
JOR,1971,678241388.966676,4.815859794616699,3.29768991470337,91.44581943088107
KAZ,1971,50478789556.274025,223.47177098448736,3.230060152385546,99.35628509521484
KEN,1971,1778391289.19123,3.780210018157959,3.92982006072998,79.45482482910157
KGZ,1971,2197390287.0207634,48.81224617015785,5.524313587408799,99.28275871276855
KHM,1971,969911421.39418,71.30000305175781,1.9019475976626088,76.63511657714844
KWT,1971,3880370401.57259,8.270000457763672,3.28733992576599,88.25939356486002
LAO,1971,3722869365.194184,1.2899999618530271,2.371378789777341,71.61286980765207
LBN,1971,14329210106.853312,1.559999942779541,2.206172611402429,92.79151916503903
LBR,1971,789917977.0491803,-0.7099999785423279,2.197291483481725,41.11640294392907
LBY,1971,25087460305.75608,-3.1038498878479004,2.26416993141174,74.25479634602863
LKA,1971,2369308600.33727,2.6653800010681152,2.4790929450708283,91.06365509033203
LSO,1971,76482102.9082774,13.399999618530272,4.64155006408691,79.92745780944824
LTU,1971,14620656984.757362,50.04060296385571,4.869863043660704,99.43315505981444
LVA,1971,9626594160.3268,40.27736047644892,5.269010365009307,99.77481536865233
MAR,1971,4356633663.36634,4.155350208282471,5.34630499464093,59.71655139923096
MDA,1971,2575563921.5457025,86.79641028981929,6.571349579354991,97.99781036376952
MDG,1971,1199507629.99395,5.385879993438721,2.65572893933246,69.93421999613444
MDV,1971,1105258840.6221232,5.619999885559082,4.275670892313907,95.08935970730252
MEX,1971,39200000000.0,5.469024658203125,4.272679249445598,92.45526733398437
MHL,1971,86553181.96721311,2.6747368609528794,15.927850723266609,98.2650833129883
MKD,1971,3892711296.396571,112.62314129431196,4.294133345286052,96.39691925048828
MLI,1971,395218629.372336,21.049999237060547,3.4003992787113897,26.630868805779343
MLT,1971,264579879.784878,2.32381010055542,6.15196990966797,91.65202967325848
MMR,1971,559378375.675676,2.0879099369049072,1.96425821500666,83.28332901000975
MNG,1971,3465886250.201753,33.81938926925446,5.663232966473228,98.40304311116536
MOZ,1971,4843078702.612209,15.699999809265137,5.12108937650919,49.22323799133303
MRT,1971,335569088.717811,7.190000057220459,2.119068694114685,55.84755935668945
MUS,1971,4442108063.547891,0.598801851272583,4.0144105553627005,89.68531460232205
MWI,1971,365386929.835119,8.199999809265137,4.40478992462158,61.42992083231609
MYS,1971,4244340333.51899,1.6130399703979492,4.55094003677368,89.25326347351074
NAM,1971,4382454315.748688,6.53000020980835,8.155341549923545,84.88322067260744
NER,1971,693573595.320975,4.191619873046875,1.0522700548172,29.19977016448973
NGA,1971,9181769911.50443,0.0,1.3989874422550204,58.70238952636716
NIC,1971,826571413.428571,27.3700008392334,2.49202990531921,79.0982208251953
NPL,1971,882765471.604938,-1.999500036239624,3.4865424633026123,50.140652338663735
OMN,1971,301010587.102984,6.440000057220459,3.944231337514416,90.7588472366333
PAK,1971,10665896682.0664,4.730690002441406,1.65421998500824,52.573090616862
PAN,1971,1523917200.0,1.9196399450302124,3.35391998291016,92.33220418294268
PER,1971,8289582883.46253,6.790639877319336,3.279374232658974,90.91378901554988
PHL,1971,8375086047.07931,20.61276054382324,2.7664349325771984,93.58629608154295
PLW,1971,77196327.86885247,2.670727278259668,6.9958113670349125,96.00609588623048
PNG,1971,717716130.493883,3.5799999237060547,3.2507299979527784,59.47163009643555
POL,1971,177593126796.138,5.179999828338623,4.90674318586077,98.9541900634766
PRI,1971,5646800000.0,2.019142860186951,7.2505202293396,90.62475891113284
PRT,1971,9201604240.28269,11.946904182434082,4.220751036538018,90.95561981201176
PRY,1971,664571428.571429,0.0,2.26543998718262,92.89151218959265
PSE,1971,4046395081.967213,2.959175404,5.106291234493258,94.94778666776767
QAT,1971,387700084.245998,20.030000686645508,3.00027990341187,89.21031365027794
ROU,1971,66111939150.72315,0.6000000238418579,3.422151359644803,98.07127075195316
RUS,1971,555404876959.0406,-0.1000000014901161,3.8535382496683215,99.30827026367189
RWA,1971,222952578.196381,0.4885799884796142,3.6059851932525646,64.38606882095337
SAU,1971,7184863276.49996,4.474999904632568,6.271650040591205,86.7283935546875
SDN,1971,2656000000.0,1.303670048713684,1.4420828478676928,58.52014414469403
SEN,1971,1339548823.65225,3.878200054168701,4.196765466169878,44.95268774032592
SGP,1971,2263785443.61688,1.888885736465454,3.10976004600525,94.9473490033831
SLB,1971,50056882.8213879,8.206687204509812,3.40000009536743,76.5999984741211
SLE,1971,419549425.077086,-1.2700300216674805,4.053601457959129,39.539822578430176
SLV,1971,1186120000.0,0.3220608830451965,3.4743476564233955,85.51893615722656
SRB,1971,15777264381.744093,14.368364318888254,4.010269145170848,98.17092132568357
SSD,1971,1846636951.5730624,79.94598560996363,1.2458063562711088,30.6770191192627
STP,1971,88261795.62605375,5.650000095367432,5.561155269020484,80.25304576328823
SUR,1971,301000000.0,0.2155520021915435,5.565956751505535,93.52444712320964
SVN,1971,17581941619.68211,71.46516977155981,5.340570972079322,99.63112831115724
SWZ,1971,136465324.384787,2.321660041809082,5.643720825513204,77.50379753112793
SYC,1971,21965951.7213048,14.599300384521484,4.06639003753662,91.64979298909503
SYR,1971,2097643979.05759,5.609419822692871,4.974697599411011,76.42181873321535
TCD,1971,501866730.713995,6.231450080871582,2.3651324748992915,23.33413839340212
TGO,1971,286537524.990331,6.49206018447876,4.1635493516922,59.641998291015625
THA,1971,7375000024.03846,0.2948975265026092,3.06622004508972,93.1254768371582
TJK,1971,2193586410.8217816,146.58953213089418,3.882441818714143,99.16117668151855
TKM,1971,8129531507.156664,238.4857971485138,3.0849499702453604,99.2927729288737
TLS,1971,413439435.4468182,4.844117647058823,7.227230035341703,56.895162200927736
TON,1971,173590624.42727166,2.0999999046325684,5.827284197012585,99.28603235880534
TTO,1971,896754316.674262,3.531019926071167,3.965435195852209,97.12721824645996
TUN,1971,1685217058.71103,5.840075492858887,6.180443908229019,75.34804238213434
TUR,1971,16275167785.2349,19.01140785217285,3.135020105044048,87.93074904547797
TZA,1971,14201475803.773626,4.775000095367432,3.422151772872261,72.35553741455078
UGA,1971,1417787114.84594,15.800000190734863,3.16105008125305,70.65151814052037
UKR,1971,56364178796.38789,-0.2000000029802322,5.509081945419313,99.8015874226888
URY,1971,2807258064.51613,23.953100204467773,3.207549899816513,97.81686939912684
UZB,1971,18391294439.22637,114.50776167658842,5.77790403366089,99.79731859479632
VCT,1971,20051648.1847182,6.5,5.814232915639877,96.2660789489746
VNM,1971,65250874015.8608,18.200000762939453,4.654999769650975,90.1885223388672
VUT,1971,288356888.9715,6.5,5.778566479682922,74.18502807617188
WSM,1971,281085415.68376553,4.766439914703369,4.710223734378815,98.77833938598634
ZAF,1971,23411079378.0172,5.957447528839111,5.19195193629111,90.04555372758344
ZMB,1971,1687000000.0,6.039999961853027,6.09534978866577,74.3617172241211
ZWE,1971,2178716300.0,3.0249099731445312,9.083271551132198,84.65657501220704
ABW,1972,1184220177.4478395,2.446481477384214,5.390460014343262,97.47782707214355
AFG,1972,1595555475.55556,-12.520000457763672,1.11717998981476,28.95752398173017
AGO,1972,26122388895.66278,15.800000190734863,3.117086683000837,68.57184346516927
ALB,1972,4477798007.687516,15.221139720479089,3.3668634414672853,97.55583953857423
ARE,1972,124174090039.84364,21.984699249267575,2.0256467103958142,81.68737411499026
ARG,1972,34733000536.2862,58.445899963378906,1.93620002269745,98.25648615910455
ARM,1972,3411659248.013346,310.3541192350558,2.67425045867761,99.52760314941406
ATG,1972,579804757.3891925,12.670000076293944,2.841239103904137,98.9499969482422
AZE,1972,14678747979.835789,137.2168051408141,3.140268463354844,99.68450546264648
BDI,1972,246804571.428571,3.828560113906861,4.611830746686017,53.12568092346192
BEN,1972,410331900.950531,3.900000095367432,2.8802348064339687,32.6055826459612
BFA,1972,578595583.975723,-2.923360109329224,3.5355524718761435,25.1344241142273
BGD,1972,6288245866.66667,45.290000915527344,1.7766872985022408,59.4092129298619
BGR,1972,22497560945.75715,0.0,3.831792206599795,98.32533518473308
BHR,1972,10617093027.184528,5.088200092315674,2.681779980659485,84.71869659423827
BLR,1972,19914459083.324207,-0.2000000029802322,5.190407853377493,99.24128913879396
BLZ,1972,66062500.0,20.729999542236328,6.530758268692914,76.03380076090492
BOL,1972,1257615644.97932,5.555557727813721,8.316376772793857,87.55273628234863
BRA,1972,58434858374.8696,16.520000457763672,5.166201385584745,90.0783462524414
BRB,1972,2225541591.650501,11.876700401306152,5.354309986035028,99.52801259358723
BRN,1972,270818555.823521,-3.5999999046325684,4.03928995132446,91.51674524943034
BTN,1972,623736760.1298324,6.019999980926514,6.095918602413603,61.410848617553725
BWA,1972,164466873.706004,6.5,3.90638995170593,78.86426798502607
CAF,1972,230317908.038643,7.199999809265137,1.8208500009316664,35.6906983057658
CHL,1972,11853817307.6923,77.79573822021484,3.8241936248891504,95.9809326171875
CHN,1972,113687586299.051,1.0399999618530271,1.60476005077362,87.22095489501953
CIV,1972,1849400599.77558,0.5071032643318176,7.53185987472534,49.002290725708
CMR,1972,1498252050.17228,8.092920303344727,3.36388993263245,67.81614303588866
COL,1972,8671358732.68486,12.025313377380373,3.932797238744538,93.46957111358644
COM,1972,425478060.2961595,5.53000020980835,2.76665872335434,57.28232421875
CPV,1972,629550461.455645,5.46999979019165,5.80948295091328,80.36107635498047
CRI,1972,1238251695.55388,4.60113000869751,5.55757030125322,96.16152038574218
CYM,1972,1260719930.9282136,2.3784475856154503,2.115682721138,98.8678207397461
CYP,1972,9671580116.92396,4.832300186157227,4.889727109954471,97.30113220214844
DOM,1972,1987400000.0,8.640729904174805,2.3878883957862858,89.24248712713069
DZA,1972,6766766610.86932,3.6563100814819336,6.453123982747396,69.73938827514648
ECU,1972,3185987234.84089,0.0,3.85370785775392,92.02127408981325
ERI,1972,320581605.0869155,9.378158342107136,3.481281518936158,64.58248011271156
ESP,1972,59132415221.3306,8.272295951843262,2.06465005874634,97.54389280431413
EST,1972,7974092666.317512,49.35282740188685,5.404097576141357,99.81235694885254
ETH,1972,18923746424.316265,-6.081500053405762,4.025005531311035,36.6997699737549
GAB,1972,430508357.728441,3.4870901107788086,3.0491166909535723,81.16115760803223
GEO,1972,4917117362.470762,644.4484539132628,3.013873977661133,99.54030990600586
GHA,1972,2112292944.64142,10.067099571228027,4.62139987945557,72.20354461669922
GIN,1972,3402800061.850502,5.579999923706055,2.239290439564249,32.086171785990416
GNB,1972,87702828.5651641,5.490839958190918,2.491043339172999,39.94679498672485
GNQ,1972,65429198.238708,6.900000095367432,2.18797993659973,91.33941650390624
GRC,1972,16885511363.6364,4.331210136413574,2.7391667462684013,94.41284942626952
GRD,1972,391375426.1202186,18.459999084472656,3.722924947738648,98.43241119384766
GTM,1972,2101300000.0,-3.766233444213867,2.614083176309413,76.29478236607143
GUY,1972,285380952.380952,4.949999809265137,5.398165597915651,86.4945805867513
HND,1972,802999950.0,3.759394884109497,4.823789812624455,85.82756042480469
HRV,1972,20816883755.91297,116.31222774034586,4.313751893884994,98.3558979034424
HTI,1972,372000000.0,3.189690113067627,1.3711642898046053,50.963740348815904
HUN,1972,51664891729.89662,-3.7100000381469727,4.937052743188266,99.03957176208498
IDN,1972,10997590361.4458,6.521738529205322,2.78820991516113,90.51284853617352
IND,1972,71463193831.0092,6.4420976638793945,3.845012627149884,59.4050407409668
IRQ,1972,4113848002.40312,5.185949802398682,3.806467962265012,79.17536544799806
ISR,1972,102400631144.23552,12.8814697265625,5.98976004641989,91.7514114379883
