Country Code,year,literacy_rate
GMB,1961,46.90143775939943
GNB,1961,39.94679498672485
GNQ,1961,91.33941650390625
GRC,1961,94.41284942626952
GRD,1961,98.43241119384766
GTM,1961,76.29478236607143
GUM,1961,98.44993082682294
GUY,1961,86.4945805867513
HND,1961,85.82756042480469
HPC,1961,52.12203096662249
HRV,1961,98.3558979034424
HTI,1961,50.963740348815904
HUN,1961,99.03957176208498
IBD,1961,78.19124578393024
IBT,1961,73.7455997467041
IDA,1961,55.00329914093017
IDB,1961,58.00204021174734
IDN,1961,90.51284853617351
IDX,1961,53.35686883926392
IND,1961,59.4050407409668
IRN,1961,75.33899336594803
IRQ,1961,79.17536544799806
ISR,1961,91.7514114379883
ITA,1961,98.44606018066409
JAM,1961,84.01005935668945
JOR,1961,91.44581943088107
KAZ,1961,99.35628509521483
KEN,1961,79.45482482910157
KGZ,1961,99.28275871276857
KHM,1961,76.63511657714844
KOR,1961,98.38297271728516
KWT,1961,88.25939356486002
LAC,1961,86.45882188512924
LAO,1961,71.61286980765207
LBN,1961,92.79151916503905
LBR,1961,41.11640294392907
LBY,1961,74.25479634602863
LCN,1961,87.10727399460812
LDC,1961,51.589619159698486
LIC,1961,52.48079334605825
LKA,1961,91.06365509033203
LMC,1961,63.67632028330927
LMY,1961,73.33034283181895
LSO,1961,79.92745780944824
LTE,1961,86.48990851508246
LTU,1961,99.43315505981444
LVA,1961,99.77481536865231
MAC,1961,94.07697168986003
MAR,1961,59.71655139923096
MDA,1961,97.99781036376953
MDG,1961,69.93421999613444
MDV,1961,95.08935970730252
MEA,1961,63.736713806788124
MEX,1961,92.45526733398437
MHL,1961,98.2650833129883
MIC,1961,75.00809719251549
MKD,1961,96.39691925048828
MLI,1961,26.630868805779343
MLT,1961,91.65202967325847
MMR,1961,83.28332901000975
MNA,1961,60.870686745157045
MNE,1961,96.19014867146812
MNG,1961,98.40304311116536
MOZ,1961,49.22323799133303
MRT,1961,55.84755935668945
MUS,1961,89.68531460232205
MWI,1961,61.42992083231609
MYS,1961,89.25326347351074
NAC,1961,98.58093770345054
NAM,1961,84.88322067260744
NCL,1961,95.12378387451172
NER,1961,29.199770164489735
NGA,1961,58.70238952636716
NIC,1961,79.0982208251953
NPL,1961,50.140652338663735
OMN,1961,90.7588472366333
OSS,1961,78.93879599320262
PAK,1961,52.573090616862
PAN,1961,92.33220418294269
PER,1961,90.91378901554988
PHL,1961,93.58629608154297
PLW,1961,96.00609588623047
PNG,1961,59.47163009643555
POL,1961,98.9541900634766
PRE,1961,55.88557434082031
PRI,1961,90.62475891113283
PRK,1961,99.9981918334961
PRT,1961,90.95561981201175
PRY,1961,92.89151218959265
PSE,1961,94.94778666776769
PSS,1961,89.42428391979587
QAT,1961,89.21031365027794
ROU,1961,98.07127075195315
RUS,1961,99.30827026367187
RWA,1961,64.38606882095337
SAS,1961,53.81211289115574
SAU,1961,86.7283935546875
SDN,1961,58.52014414469403
SEN,1961,44.95268774032592
SGP,1961,94.9473490033831
SLB,1961,76.5999984741211
SLE,1961,39.539822578430176
SLV,1961,85.51893615722656
SOM,1961,5.40465021133423
SRB,1961,98.17092132568357
SSA,1961,57.555087407430015
SSD,1961,30.6770191192627
SSF,1961,57.56022368537055
SST,1961,82.24061715262276
STP,1961,80.25304576328823
SUR,1961,93.52444712320965
SVN,1961,99.63112831115723
SWZ,1961,77.50379753112793
SYC,1961,91.64979298909505
SYR,1961,76.42181873321535
TCD,1961,23.334138393402117
TEA,1961,84.31274252997504
TEC,1961,97.2610246758712
TGO,1961,59.641998291015625
THA,1961,93.1254768371582
TJK,1961,99.16117668151855
TKM,1961,99.2927729288737
TLA,1961,86.72363719534367
TLS,1961,56.895162200927736
TMN,1961,60.18117530822754
TON,1961,99.28603235880534
TSA,1961,53.81211289115574
TSS,1961,57.56022368537055
TTO,1961,97.12721824645995
TUN,1961,75.34804238213434
TUR,1961,87.93074904547797
TZA,1961,72.35553741455078
UGA,1961,70.65151814052037
UKR,1961,99.8015874226888
UMC,1961,86.2286878797743
URY,1961,97.81686939912684
UZB,1961,99.79731859479632
VCT,1961,96.26607894897461
VEN,1961,93.80071512858073
VNM,1961,90.1885223388672
VUT,1961,74.18502807617188
WLD,1961,78.24917416042751
WSM,1961,98.77833938598634
YEM,1961,45.5949993133545
ZAF,1961,90.04555372758344
ZMB,1961,74.3617172241211
ZWE,1961,84.65657501220704
ABW,1962,97.47782707214355
AFE,1962,63.03711902394014
AFG,1962,28.957523981730166
AFW,1962,50.0272658665975
AGO,1962,68.57184346516927
ALB,1962,97.55583953857423
ARB,1962,61.18744624744762
ARE,1962,81.68737411499026
ARG,1962,98.25648615910457
ARM,1962,99.52760314941406
ASM,1962,97.3441619873047
ATG,1962,98.9499969482422
AZE,1962,99.68450546264648
BDI,1962,53.125680923461914
BEN,1962,32.6055826459612
BFA,1962,25.1344241142273
BGD,1962,59.4092129298619
BGR,1962,98.32533518473308
BHR,1962,84.71869659423827
BIH,1962,95.79209899902347
BLR,1962,99.24128913879395
BLZ,1962,76.03380076090492
BOL,1962,87.55273628234863
BRA,1962,90.0783462524414
BRB,1962,99.52801259358723
BRN,1962,91.51674524943034
BTN,1962,61.410848617553725
BWA,1962,78.86426798502607
CAF,1962,35.6906983057658
CEB,1962,98.58594943315555
CHL,1962,95.9809326171875
CHN,1962,87.22095489501953
CIV,1962,49.002290725708
CMR,1962,67.81614303588866
COD,1962,72.09168090820313
COG,1962,75.19076919555667
COL,1962,93.46957111358643
COM,1962,57.28232421875
CPV,1962,80.36107635498047
CRI,1962,96.16152038574218
CSS,1962,88.96788754670516
CUB,1962,99.26784133911136
CYM,1962,98.8678207397461
CYP,1962,97.30113220214845
DOM,1962,89.24248712713069
DZA,1962,69.73938827514648
EAP,1962,84.51315409342448
EAR,1962,64.84660588140073
EAS,1962,84.89894375271267
ECA,1962,96.98764138472708
ECS,1962,97.01198998812971
ECU,1962,92.02127408981323
EGY,1962,63.45237197875978
ERI,1962,64.58248011271156
ESP,1962,97.54389280431411
EST,1962,99.81235694885254
ETH,1962,36.6997699737549
FCS,1962,62.10961347307477
GAB,1962,81.16115760803223
GEO,1962,99.54030990600586
GHA,1962,72.20354461669922
GIN,1962,32.086171785990416
GMB,1962,46.90143775939943
GNB,1962,39.94679498672485
GNQ,1962,91.33941650390625
GRC,1962,94.41284942626952
GRD,1962,98.43241119384766
GTM,1962,76.29478236607143
GUM,1962,98.44993082682294
GUY,1962,86.4945805867513
HND,1962,85.82756042480469
HPC,1962,52.12203096662249
HRV,1962,98.3558979034424
HTI,1962,50.963740348815904
HUN,1962,99.03957176208498
IBD,1962,78.19124578393024
IBT,1962,73.7455997467041
IDA,1962,55.00329914093017
IDB,1962,58.00204021174734
IDN,1962,90.51284853617351
IDX,1962,53.35686883926392
IND,1962,59.4050407409668
IRN,1962,75.33899336594803
IRQ,1962,79.17536544799806
ISR,1962,91.7514114379883
ITA,1962,98.44606018066409
JAM,1962,84.01005935668945
JOR,1962,91.44581943088107
KAZ,1962,99.35628509521483
KEN,1962,79.45482482910157
KGZ,1962,99.28275871276857
KHM,1962,76.63511657714844
KOR,1962,98.38297271728516
KWT,1962,88.25939356486002
LAC,1962,86.45882188512924
LAO,1962,71.61286980765207
LBN,1962,92.79151916503905
LBR,1962,41.11640294392907
LBY,1962,74.25479634602863
LCN,1962,87.10727399460812
LDC,1962,51.589619159698486
LIC,1962,52.48079334605825
LKA,1962,91.06365509033203
LMC,1962,63.67632028330927
LMY,1962,73.33034283181895
LSO,1962,79.92745780944824
LTE,1962,86.48990851508246
LTU,1962,99.43315505981444
LVA,1962,99.77481536865231
MAC,1962,94.07697168986003
MAR,1962,59.71655139923096
MDA,1962,97.99781036376953
MDG,1962,69.93421999613444
MDV,1962,95.08935970730252
MEA,1962,63.736713806788124
MEX,1962,92.45526733398437
MHL,1962,98.2650833129883
MIC,1962,75.00809719251549
MKD,1962,96.39691925048828
MLI,1962,26.630868805779343
MLT,1962,91.65202967325847
MMR,1962,83.28332901000975
MNA,1962,60.870686745157045
MNE,1962,96.19014867146812
MNG,1962,98.40304311116536
MOZ,1962,49.22323799133303
MRT,1962,55.84755935668945
MUS,1962,89.68531460232205
MWI,1962,61.42992083231609
MYS,1962,89.25326347351074
NAC,1962,98.58093770345054
NAM,1962,84.88322067260744
NCL,1962,95.12378387451172
NER,1962,29.199770164489735
NGA,1962,58.70238952636716
NIC,1962,79.0982208251953
NPL,1962,50.140652338663735
OMN,1962,90.7588472366333
OSS,1962,78.93879599320262
PAK,1962,52.573090616862
PAN,1962,92.33220418294269
PER,1962,90.91378901554988
PHL,1962,93.58629608154297
PLW,1962,96.00609588623047
PNG,1962,59.47163009643555
POL,1962,98.9541900634766
PRE,1962,55.88557434082031
PRI,1962,90.62475891113283
PRK,1962,99.9981918334961
PRT,1962,90.95561981201175
PRY,1962,92.89151218959265
PSE,1962,94.94778666776769
PSS,1962,89.42428391979587
QAT,1962,89.21031365027794
ROU,1962,98.07127075195315
RUS,1962,99.30827026367187
RWA,1962,64.38606882095337
SAS,1962,53.81211289115574
SAU,1962,86.7283935546875
SDN,1962,58.52014414469403
SEN,1962,44.95268774032592
SGP,1962,94.9473490033831
SLB,1962,76.5999984741211
SLE,1962,39.539822578430176
SLV,1962,85.51893615722656
SOM,1962,5.40465021133423
SRB,1962,98.17092132568357
SSA,1962,57.555087407430015
SSD,1962,30.6770191192627
SSF,1962,57.56022368537055
SST,1962,82.24061715262276
STP,1962,80.25304576328823
SUR,1962,93.52444712320965
SVN,1962,99.63112831115723
SWZ,1962,77.50379753112793
SYC,1962,91.64979298909505
SYR,1962,76.42181873321535
TCD,1962,23.334138393402117
TEA,1962,84.31274252997504
TEC,1962,97.2610246758712
TGO,1962,59.641998291015625
THA,1962,93.1254768371582
TJK,1962,99.16117668151855
TKM,1962,99.2927729288737
TLA,1962,86.72363719534367
TLS,1962,56.895162200927736
TMN,1962,60.18117530822754
TON,1962,99.28603235880534
TSA,1962,53.81211289115574
TSS,1962,57.56022368537055
TTO,1962,97.12721824645995
TUN,1962,75.34804238213434
TUR,1962,87.93074904547797
TZA,1962,72.35553741455078
UGA,1962,70.65151814052037
UKR,1962,99.8015874226888
UMC,1962,86.2286878797743
URY,1962,97.81686939912684
UZB,1962,99.79731859479632
VCT,1962,96.26607894897461
VEN,1962,93.80071512858073
VNM,1962,90.1885223388672
VUT,1962,74.18502807617188
WLD,1962,78.24917416042751
WSM,1962,98.77833938598634
YEM,1962,45.5949993133545
ZAF,1962,90.04555372758344
ZMB,1962,74.3617172241211
ZWE,1962,84.65657501220704
ABW,1963,97.47782707214355
AFE,1963,63.03711902394014
AFG,1963,28.957523981730166
AFW,1963,50.0272658665975
AGO,1963,68.57184346516927
ALB,1963,97.55583953857423
ARB,1963,61.18744624744762
ARE,1963,81.68737411499026
ARG,1963,98.25648615910457
ARM,1963,99.52760314941406
ASM,1963,97.3441619873047
ATG,1963,98.9499969482422
AZE,1963,99.68450546264648
BDI,1963,53.125680923461914
BEN,1963,32.6055826459612
BFA,1963,25.1344241142273
BGD,1963,59.4092129298619
BGR,1963,98.32533518473308
BHR,1963,84.71869659423827
BIH,1963,95.79209899902347
BLR,1963,99.24128913879395
BLZ,1963,76.03380076090492
BOL,1963,87.55273628234863
BRA,1963,90.0783462524414
BRB,1963,99.52801259358723
BRN,1963,91.51674524943034
BTN,1963,61.410848617553725
BWA,1963,78.86426798502607
CAF,1963,35.6906983057658
CEB,1963,98.58594943315555
CHL,1963,95.9809326171875
CHN,1963,87.22095489501953
CIV,1963,49.002290725708
CMR,1963,67.81614303588866
COD,1963,72.09168090820313
COG,1963,75.19076919555667
COL,1963,93.46957111358643
COM,1963,57.28232421875
CPV,1963,80.36107635498047
CRI,1963,96.16152038574218
CSS,1963,88.96788754670516
CUB,1963,99.26784133911136
CYM,1963,98.8678207397461
CYP,1963,97.30113220214845
DOM,1963,89.24248712713069
DZA,1963,69.73938827514648
EAP,1963,84.51315409342448
EAR,1963,64.84660588140073
EAS,1963,84.89894375271267
ECA,1963,96.98764138472708
ECS,1963,97.01198998812971
ECU,1963,92.02127408981323
EGY,1963,63.45237197875978
ERI,1963,64.58248011271156
ESP,1963,97.54389280431411
EST,1963,99.81235694885254
ETH,1963,36.6997699737549
FCS,1963,62.10961347307477
GAB,1963,81.16115760803223
GEO,1963,99.54030990600586
GHA,1963,72.20354461669922
GIN,1963,32.086171785990416
GMB,1963,46.90143775939943
GNB,1963,39.94679498672485
GNQ,1963,91.33941650390625
GRC,1963,94.41284942626952
GRD,1963,98.43241119384766
GTM,1963,76.29478236607143
GUM,1963,98.44993082682294
GUY,1963,86.4945805867513
HND,1963,85.82756042480469
HPC,1963,52.12203096662249
HRV,1963,98.3558979034424
HTI,1963,50.963740348815904
HUN,1963,99.03957176208498
IBD,1963,78.19124578393024
IBT,1963,73.7455997467041
IDA,1963,55.00329914093017
IDB,1963,58.00204021174734
IDN,1963,90.51284853617351
IDX,1963,53.35686883926392
IND,1963,59.4050407409668
IRN,1963,75.33899336594803
IRQ,1963,79.17536544799806
ISR,1963,91.7514114379883
ITA,1963,98.44606018066409
JAM,1963,84.01005935668945
JOR,1963,91.44581943088107
KAZ,1963,99.35628509521483
KEN,1963,79.45482482910157
KGZ,1963,99.28275871276857
KHM,1963,76.63511657714844
KOR,1963,98.38297271728516
KWT,1963,88.25939356486002
LAC,1963,86.45882188512924
LAO,1963,71.61286980765207
LBN,1963,92.79151916503905
LBR,1963,41.11640294392907
LBY,1963,74.25479634602863
LCN,1963,87.10727399460812
LDC,1963,51.589619159698486
LIC,1963,52.48079334605825
LKA,1963,91.06365509033203
LMC,1963,63.67632028330927
LMY,1963,73.33034283181895
LSO,1963,79.92745780944824
LTE,1963,86.48990851508246
LTU,1963,99.43315505981444
LVA,1963,99.77481536865231
MAC,1963,94.07697168986003
MAR,1963,59.71655139923096
MDA,1963,97.99781036376953
MDG,1963,69.93421999613444
MDV,1963,95.08935970730252
MEA,1963,63.736713806788124
MEX,1963,92.45526733398437
MHL,1963,98.2650833129883
MIC,1963,75.00809719251549
MKD,1963,96.39691925048828
MLI,1963,26.630868805779343
MLT,1963,91.65202967325847
MMR,1963,83.28332901000975
MNA,1963,60.870686745157045
MNE,1963,96.19014867146812
MNG,1963,98.40304311116536
MOZ,1963,49.22323799133303
MRT,1963,55.84755935668945
MUS,1963,89.68531460232205
MWI,1963,61.42992083231609
MYS,1963,89.25326347351074
NAC,1963,98.58093770345054
NAM,1963,84.88322067260744
NCL,1963,95.12378387451172
NER,1963,29.199770164489735
NGA,1963,58.70238952636716
NIC,1963,79.0982208251953
NPL,1963,50.140652338663735
OMN,1963,90.7588472366333
OSS,1963,78.93879599320262
PAK,1963,52.573090616862
PAN,1963,92.33220418294269
PER,1963,90.91378901554988
PHL,1963,93.58629608154297
PLW,1963,96.00609588623047
PNG,1963,59.47163009643555
POL,1963,98.9541900634766
PRE,1963,55.88557434082031
PRI,1963,90.62475891113283
PRK,1963,99.9981918334961
PRT,1963,90.95561981201175
PRY,1963,92.89151218959265
PSE,1963,94.94778666776769
PSS,1963,89.42428391979587
QAT,1963,89.21031365027794
ROU,1963,98.07127075195315
RUS,1963,99.30827026367187
RWA,1963,64.38606882095337
SAS,1963,53.81211289115574
SAU,1963,86.7283935546875
SDN,1963,58.52014414469403
SEN,1963,44.95268774032592
SGP,1963,94.9473490033831
SLB,1963,76.5999984741211
SLE,1963,39.539822578430176
SLV,1963,85.51893615722656
SOM,1963,5.40465021133423
SRB,1963,98.17092132568357
SSA,1963,57.555087407430015
SSD,1963,30.6770191192627
SSF,1963,57.56022368537055
SST,1963,82.24061715262276
STP,1963,80.25304576328823
SUR,1963,93.52444712320965
SVN,1963,99.63112831115723
SWZ,1963,77.50379753112793
SYC,1963,91.64979298909505
SYR,1963,76.42181873321535
TCD,1963,23.334138393402117
TEA,1963,84.31274252997504
TEC,1963,97.2610246758712
TGO,1963,59.641998291015625
THA,1963,93.1254768371582
TJK,1963,99.16117668151855
TKM,1963,99.2927729288737
TLA,1963,86.72363719534367
TLS,1963,56.895162200927736
TMN,1963,60.18117530822754
TON,1963,99.28603235880534
TSA,1963,53.81211289115574
TSS,1963,57.56022368537055
TTO,1963,97.12721824645995
TUN,1963,75.34804238213434
TUR,1963,87.93074904547797
TZA,1963,72.35553741455078
UGA,1963,70.65151814052037
UKR,1963,99.8015874226888
UMC,1963,86.2286878797743
URY,1963,97.81686939912684
UZB,1963,99.79731859479632
VCT,1963,96.26607894897461
VEN,1963,93.80071512858073
VNM,1963,90.1885223388672
VUT,1963,74.18502807617188
WLD,1963,78.24917416042751
WSM,1963,98.77833938598634
YEM,1963,45.5949993133545
ZAF,1963,90.04555372758344
ZMB,1963,74.3617172241211
ZWE,1963,84.65657501220704
ABW,1964,97.47782707214355
AFE,1964,63.03711902394014
AFG,1964,28.957523981730166
AFW,1964,50.0272658665975
AGO,1964,68.57184346516927
ALB,1964,97.55583953857423
ARB,1964,61.18744624744762
ARE,1964,81.68737411499026
ARG,1964,98.25648615910457
ARM,1964,99.52760314941406
ASM,1964,97.3441619873047
ATG,1964,98.9499969482422
AZE,1964,99.68450546264648
BDI,1964,53.125680923461914
BEN,1964,32.6055826459612
BFA,1964,25.1344241142273
BGD,1964,59.4092129298619
BGR,1964,98.32533518473308
BHR,1964,84.71869659423827
BIH,1964,95.79209899902347
BLR,1964,99.24128913879395
BLZ,1964,76.03380076090492
BOL,1964,87.55273628234863
BRA,1964,90.0783462524414
BRB,1964,99.52801259358723
BRN,1964,91.51674524943034
BTN,1964,61.410848617553725
BWA,1964,78.86426798502607
CAF,1964,35.6906983057658
CEB,1964,98.58594943315555
CHL,1964,95.9809326171875
CHN,1964,87.22095489501953
CIV,1964,49.002290725708
CMR,1964,67.81614303588866
COD,1964,72.09168090820313
COG,1964,75.19076919555667
COL,1964,93.46957111358643
COM,1964,57.28232421875
CPV,1964,80.36107635498047
CRI,1964,96.16152038574218
CSS,1964,88.96788754670516
CUB,1964,99.26784133911136
CYM,1964,98.8678207397461
CYP,1964,97.30113220214845
DOM,1964,89.24248712713069
DZA,1964,69.73938827514648
EAP,1964,84.51315409342448
EAR,1964,64.84660588140073
EAS,1964,84.89894375271267
ECA,1964,96.98764138472708
ECS,1964,97.01198998812971
ECU,1964,92.02127408981323
EGY,1964,63.45237197875978
ERI,1964,64.58248011271156
ESP,1964,97.54389280431411
EST,1964,99.81235694885254
ETH,1964,36.6997699737549
FCS,1964,62.10961347307477
GAB,1964,81.16115760803223
GEO,1964,99.54030990600586
GHA,1964,72.20354461669922
GIN,1964,32.086171785990416
GMB,1964,46.90143775939943
GNB,1964,39.94679498672485
GNQ,1964,91.33941650390625
GRC,1964,94.41284942626952
GRD,1964,98.43241119384766
GTM,1964,76.29478236607143
GUM,1964,98.44993082682294
GUY,1964,86.4945805867513
HND,1964,85.82756042480469
HPC,1964,52.12203096662249
HRV,1964,98.3558979034424
HTI,1964,50.963740348815904
HUN,1964,99.03957176208498
IBD,1964,78.19124578393024
IBT,1964,73.7455997467041
IDA,1964,55.00329914093017
IDB,1964,58.00204021174734
IDN,1964,90.51284853617351
IDX,1964,53.35686883926392
IND,1964,59.4050407409668
IRN,1964,75.33899336594803
IRQ,1964,79.17536544799806
ISR,1964,91.7514114379883
ITA,1964,98.44606018066409
JAM,1964,84.01005935668945
JOR,1964,91.44581943088107
KAZ,1964,99.35628509521483
KEN,1964,79.45482482910157
KGZ,1964,99.28275871276857
KHM,1964,76.63511657714844
KOR,1964,98.38297271728516
KWT,1964,88.25939356486002
LAC,1964,86.45882188512924
LAO,1964,71.61286980765207
LBN,1964,92.79151916503905
